"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"10513099999","1990-01-17","50.865917","7.142744","92.04","KOLN BONN, GM","  47.3","24","  40.2","24","9999.9"," 0","999.9"," 0","  7.3","24"," 10.1","24"," 17.1"," 35.0","  51.8","*","  33.8","*"," 0.00","G","999.9","010000"
"10513099999","1990-01-18","50.865917","7.142744","92.04","KOLN BONN, GM","  36.9","24","  32.2","24","9999.9"," 0","999.9"," 0","  7.6","24","  5.8","24"," 12.0","999.9","  44.6","*","  30.2","*"," 0.01","G","999.9","000000"
"10513099999","1990-01-19","50.865917","7.142744","92.04","KOLN BONN, GM","  40.3","24","  33.3","24","9999.9"," 0","999.9"," 0","  7.2","24","  7.5","24"," 14.0","999.9","  44.8"," ","  35.6"," "," 0.00","G","999.9","010000"
"10513099999","1990-01-20","50.865917","7.142744","92.04","KOLN BONN, GM","  42.9","24","  38.7","24","1024.9"," 4","012.5"," 4","  9.1","24","  8.5","24"," 14.0","999.9","  47.3"," ","  39.2"," "," 0.09","G","999.9","010000"
"10513099999","1990-01-21","50.865917","7.142744","92.04","KOLN BONN, GM","  48.7","24","  41.6","24","9999.9"," 0","999.9"," 0","  7.2","24","  6.0","24","  9.9","999.9","  53.6","*","  40.5"," "," 0.09","G","999.9","010000"
"10513099999","1990-01-22","50.865917","7.142744","92.04","KOLN BONN, GM","  43.9","24","  39.4","24","9999.9"," 0","999.9"," 0","  7.1","24","  6.9","24","  9.9","999.9","  47.1"," ","  40.8","*"," 0.00","G","999.9","010000"
"10513099999","1990-01-23","50.865917","7.142744","92.04","KOLN BONN, GM","  46.7","24","  41.1","24","9999.9"," 0","999.9"," 0","  6.7","24"," 11.2","24"," 17.1"," 31.1","  51.8","*","  40.6"," "," 0.06","G","999.9","010000"
"10513099999","1990-01-24","50.865917","7.142744","92.04","KOLN BONN, GM","  42.0","24","  35.6","24","9999.9"," 0","999.9"," 0","  6.7","24"," 11.3","24"," 31.1"," 44.1","  46.4","*","  36.3","*"," 0.75","G","999.9","010000"
"10513099999","1990-01-25","50.865917","7.142744","92.04","KOLN BONN, GM","  47.4","24","  38.0","24","9999.9"," 0","999.9"," 0","  7.4","24"," 16.1","24"," 44.1"," 68.0","  57.2","*","  36.3"," "," 0.03","G","999.9","110010"
"10513099999","1990-01-26","50.865917","7.142744","92.04","KOLN BONN, GM","  41.8","24","  33.3","24","9999.9"," 0","999.9"," 0","  8.2","24"," 15.7","24"," 25.1"," 54.0","  46.4","*","  38.8","*"," 0.12","G","999.9","010000"
"10513099999","1990-01-27","50.865917","7.142744","92.04","KOLN BONN, GM","  43.6","24","  34.3","24","9999.9"," 0","999.9"," 0","  8.1","24"," 10.9","24"," 17.1"," 32.1","  48.9"," ","  38.8"," "," 0.01","G","999.9","010000"
"10513099999","1990-01-28","50.865917","7.142744","92.04","KOLN BONN, GM","  47.4","24","  33.7","24","9999.9"," 0","999.9"," 0","  7.4","24"," 13.5","24"," 21.0"," 39.0","  51.8","*","  41.0","*"," 0.00","G","999.9","010000"
"10513099999","1990-01-29","50.865917","7.142744","92.04","KOLN BONN, GM","  42.9","24","  33.7","24","9999.9"," 0","999.9"," 0","  7.2","24","  9.8","24"," 15.0","999.9","  49.1"," ","  37.4","*"," 0.00","G","999.9","000000"
"10513099999","1990-01-30","50.865917","7.142744","92.04","KOLN BONN, GM","  44.9","24","  36.3","24","1002.2"," 4","990.1"," 4","  8.7","24"," 11.3","24"," 15.0"," 27.0","  52.0"," ","  38.1"," "," 0.00","D","999.9","010000"
"10513099999","1990-01-31","50.865917","7.142744","92.04","KOLN BONN, GM","  50.5","24","  37.1","24","9999.9"," 0","999.9"," 0","  7.0","24"," 12.8","24"," 17.1"," 32.1","  52.5"," ","  46.6"," "," 0.00","G","999.9","010000"
"10513099999","1990-02-01","50.865917","7.142744","92.04","KOLN BONN, GM","  48.3","24","  37.4","24","9999.9"," 0","999.9"," 0","  7.6","24","  9.1","24"," 14.0","999.9","  52.9","*","  42.8","*"," 0.00","D","999.9","000000"
"10513099999","1990-02-02","50.865917","7.142744","92.04","KOLN BONN, GM","  46.9","24","  35.2","24","9999.9"," 0","999.9"," 0","  8.4","24"," 12.2","24"," 18.1"," 31.1","  51.8","*","  42.8"," "," 0.00","G","999.9","010000"
"10513099999","1990-02-03","50.865917","7.142744","92.04","KOLN BONN, GM","  46.4","24","  36.0","24","9999.9"," 0","999.9"," 0","  8.5","24"," 15.2","24"," 35.9"," 55.0","  56.1"," ","  42.3"," "," 0.03","G","999.9","010000"
"10513099999","1990-02-04","50.865917","7.142744","92.04","KOLN BONN, GM","  43.6","23","  35.2","23","9999.9"," 0","999.9"," 0","  8.5","23","  8.8","23"," 17.1"," 55.0","  51.8","*","  35.6","*"," 0.00","G","999.9","000000"
"10513099999","1990-02-05","50.865917","7.142744","92.04","KOLN BONN, GM","  45.2","24","  33.3","24","9999.9"," 0","999.9"," 0","  7.7","24","  9.0","24"," 12.0","999.9","  57.2","*","  35.6","*"," 0.00","D","999.9","000000"
"10513099999","1990-02-06","50.865917","7.142744","92.04","KOLN BONN, GM","  48.9","24","  34.0","24","9999.9"," 0","999.9"," 0","  8.0","24"," 10.8","24"," 15.0","999.9","  60.8","*","  41.0","*"," 0.00","D","999.9","000000"
"10513099999","1990-02-07","50.865917","7.142744","92.04","KOLN BONN, GM","  52.2","24","  40.9","24","9999.9"," 0","999.9"," 0","  6.5","24"," 14.3","24"," 21.0"," 34.0","  58.1","*","  44.6","*"," 0.00","E","999.9","010000"
"10513099999","1990-02-08","50.865917","7.142744","92.04","KOLN BONN, GM","  52.5","24","  40.5","24","9999.9"," 0","999.9"," 0","  7.8","24"," 18.0","24"," 28.0"," 53.0","  61.2","*","  41.0","*"," 0.00","G","999.9","010010"
"10513099999","1990-02-09","50.865917","7.142744","92.04","KOLN BONN, GM","  42.0","24","  35.4","24","9999.9"," 0","999.9"," 0","  7.5","24","  8.1","24"," 19.0"," 25.1","  49.3"," ","  35.4","*"," 0.14","G","999.9","010000"
"10513099999","1990-02-10","50.865917","7.142744","92.04","KOLN BONN, GM","  40.4","24","  33.3","24","9999.9"," 0","999.9"," 0","  7.5","24"," 10.6","24"," 17.1"," 32.1","  46.4","*","  34.9"," "," 0.00","G","999.9","010000"
"10513099999","1990-02-11","50.865917","7.142744","92.04","KOLN BONN, GM","  43.4","24","  33.7","24","9999.9"," 0","999.9"," 0","  8.9","24"," 14.1","24"," 24.1"," 36.9","  48.2","*","  39.2","*"," 0.32","G","999.9","010000"
"10513099999","1990-02-12","50.865917","7.142744","92.04","KOLN BONN, GM","  39.6","24","  33.2","24","9999.9"," 0","999.9"," 0","  8.5","24"," 14.4","24"," 22.9"," 36.9","  44.2"," ","  33.6","*"," 0.00","G","999.9","011010"
"10513099999","1990-02-13","50.865917","7.142744","92.04","KOLN BONN, GM","  38.0","24","  34.4","24","9999.9"," 0","999.9"," 0","  8.7","24","  9.6","24"," 18.1"," 33.0","  50.0","*","  32.9"," "," 0.17","G","999.9","011000"
"10513099999","1990-02-14","50.865917","7.142744","92.04","KOLN BONN, GM","  43.9","24","  35.5","24","9999.9"," 0","999.9"," 0","  7.2","24"," 17.1","24"," 28.9"," 53.0","  50.2","*","  37.2"," "," 0.61","G","999.9","010000"
"10513099999","1990-02-15","50.865917","7.142744","92.04","KOLN BONN, GM","  35.6","24","  33.5","24"," 997.1"," 4","984.7"," 4","  5.5","24"," 10.9","24"," 22.9"," 41.0","  41.0"," ","  32.0","*"," 0.39","G","999.9","011010"
"10513099999","1990-02-16","50.865917","7.142744","92.04","KOLN BONN, GM","  36.9","24","  30.2","24","9999.9"," 0","999.9"," 0","  7.0","24","  6.6","24"," 13.0"," 32.1","  45.1"," ","  30.2","*"," 0.35","G","999.9","010000"
"10513099999","1990-02-17","50.865917","7.142744","92.04","KOLN BONN, GM","  38.8","24","  32.3","24","9999.9"," 0","999.9"," 0","  6.7","24","  7.8","24"," 12.0","999.9","  47.1"," ","  28.4"," "," 0.00","G","999.9","000000"
"10513099999","1990-02-18","50.865917","7.142744","92.04","KOLN BONN, GM","  49.8","24","  43.7","24","9999.9"," 0","999.9"," 0","  8.5","24","  7.7","24"," 12.0","999.9","  55.4","*","  42.8","*"," 0.00","F","999.9","010000"
"10513099999","1990-02-19","50.865917","7.142744","92.04","KOLN BONN, GM","  52.3","24","  44.9","24","9999.9"," 0","999.9"," 0","  6.8","24","  7.6","24"," 15.9","999.9","  59.4"," ","  43.5"," "," 0.01","G","999.9","000000"
"10513099999","1990-02-20","50.865917","7.142744","92.04","KOLN BONN, GM","  56.2","24","  45.7","24","9999.9"," 0","999.9"," 0","  8.1","24","  7.5","24"," 12.0","999.9","  68.0","*","  48.6"," "," 0.00","G","999.9","010000"
"10513099999","1990-02-21","50.865917","7.142744","92.04","KOLN BONN, GM","  52.3","24","  42.8","24","9999.9"," 0","999.9"," 0","  7.7","24","  9.9","24"," 19.0"," 28.9","  64.4","*","  41.0","*"," 0.00","D","999.9","000000"
"10513099999","1990-02-22","50.865917","7.142744","92.04","KOLN BONN, GM","  46.1","24","  32.5","24","9999.9"," 0","999.9"," 0","  6.8","24","  4.9","24","  8.9","999.9","  59.2"," ","  31.3"," "," 0.00","D","999.9","000000"
"10513099999","1990-02-23","50.865917","7.142744","92.04","KOLN BONN, GM","  50.2","24","  40.5","24","9999.9"," 0","999.9"," 0","  6.6","24","  5.6","24"," 12.0","999.9","  63.0"," ","  39.2","*"," 0.00","D","999.9","000000"
"10513099999","1990-02-24","50.865917","7.142744","92.04","KOLN BONN, GM","  54.7","24","  43.0","24","9999.9"," 0","999.9"," 0","  5.6","24","  7.7","24"," 11.1","999.9","  69.8","*","  39.6"," "," 0.00","D","999.9","000000"
"10513099999","1990-02-25","50.865917","7.142744","92.04","KOLN BONN, GM","  53.8","24","  42.9","24","9999.9"," 0","999.9"," 0","  7.0","24","  8.4","24"," 21.0"," 33.0","  59.0","*","  48.2","*"," 0.00","E","999.9","010000"
"10513099999","1990-02-26","50.865917","7.142744","92.04","KOLN BONN, GM","  48.5","24","  41.2","24","9999.9"," 0","999.9"," 0","  7.9","24"," 19.3","24"," 29.9"," 55.9","  55.4"," ","  39.2","*"," 0.14","G","999.9","010010"
"10513099999","1990-02-27","50.865917","7.142744","92.04","KOLN BONN, GM","  40.3","24","  34.3","24","9999.9"," 0","999.9"," 0","  7.2","24"," 19.6","24"," 28.0"," 53.0","  45.0"," ","  35.6","*"," 0.50","G","999.9","011110"
"10513099999","1990-02-28","50.865917","7.142744","92.04","KOLN BONN, GM","  43.5","24","  36.6","24","9999.9"," 0","999.9"," 0","  6.9","24"," 17.7","24"," 35.0"," 62.0","  53.6","*","  38.5"," "," 0.30","G","999.9","010000"
"10513099999","1990-03-01","50.865917","7.142744","92.04","KOLN BONN, GM","  38.5","24","  30.9","24","9999.9"," 0","999.9"," 0","  7.0","24"," 16.4","24"," 38.1"," 62.0","  46.8","*","  32.0","*"," 0.78","G","999.9","011010"
"10513099999","1990-03-02","50.865917","7.142744","92.04","KOLN BONN, GM","  34.6","24","  31.7","24","9999.9"," 0","999.9"," 0","  5.8","24"," 10.0","24"," 20.0"," 35.9","  41.0","*","  32.0","*"," 0.15","G","999.9","011010"
"10513099999","1990-03-03","50.865917","7.142744","92.04","KOLN BONN, GM","  39.2","24","  35.0","24","9999.9"," 0","999.9"," 0","  6.6","24","  7.1","24"," 12.0","999.9","  45.3"," ","  31.3"," "," 0.12","G","999.9","011000"
"10513099999","1990-03-04","50.865917","7.142744","92.04","KOLN BONN, GM","  41.3","24","  35.0","24","9999.9"," 0","999.9"," 0","  7.2","24","  9.7","24"," 15.9"," 26.0","  46.4","*","  35.6","*"," 0.00","G","999.9","010000"
"10513099999","1990-03-05","50.865917","7.142744","92.04","KOLN BONN, GM","  44.1","24","  35.6","24","9999.9"," 0","999.9"," 0","  7.2","24"," 11.0","24"," 18.1"," 27.0","  46.8"," ","  42.4","*"," 0.00","G","999.9","010000"
"10513099999","1990-03-06","50.865917","7.142744","92.04","KOLN BONN, GM","  46.9","24","  38.7","24","9999.9"," 0","999.9"," 0","  7.3","24"," 14.0","24"," 19.0"," 29.9","  51.8","*","  43.7"," "," 0.00","G","999.9","000000"
"10513099999","1990-03-07","50.865917","7.142744","92.04","KOLN BONN, GM","  50.2","24","  42.7","24","9999.9"," 0","999.9"," 0","  8.4","24","  8.3","24"," 15.0"," 27.0","  54.7"," ","  48.0","*"," 0.00","E","999.9","010000"
"10513099999","1990-03-08","50.865917","7.142744","92.04","KOLN BONN, GM","  50.8","24","  39.1","24","9999.9"," 0","999.9"," 0","  6.8","24","  6.4","24","  8.9","999.9","  59.0","*","  46.4","*"," 0.00","G","999.9","000000"
"10513099999","1990-03-09","50.865917","7.142744","92.04","KOLN BONN, GM","  47.9","24","  34.4","24","9999.9"," 0","999.9"," 0","  6.9","24"," 14.2","24"," 28.9"," 45.1","  53.6","*","  42.8","*"," 0.00","G","999.9","010000"
"10513099999","1990-03-10","50.865917","7.142744","92.04","KOLN BONN, GM","  49.4","24","  43.0","24","9999.9"," 0","999.9"," 0","  6.6","24"," 11.5","24"," 18.1"," 31.1","  57.2","*","  42.4"," "," 0.01","G","999.9","010000"
"10513099999","1990-03-11","50.865917","7.142744","92.04","KOLN BONN, GM","  55.2","24","  44.0","24","9999.9"," 0","999.9"," 0","  7.0","24","  7.5","24"," 18.1"," 25.1","  66.2","*","  42.8"," "," 0.10","G","999.9","000000"
"10513099999","1990-03-12","50.865917","7.142744","92.04","KOLN BONN, GM","  48.9","24","  41.2","24","9999.9"," 0","999.9"," 0","  5.2","24","  6.8","24"," 14.0","999.9","  55.4"," ","  33.8","*"," 0.00","G","999.9","000000"
"10513099999","1990-03-13","50.865917","7.142744","92.04","KOLN BONN, GM","  44.6","24","  34.5","24","9999.9"," 0","999.9"," 0","  4.7","24","  7.8","24"," 14.0","999.9","  56.7"," ","  28.8","*"," 0.00","D","999.9","110000"
"10513099999","1990-03-14","50.865917","7.142744","92.04","KOLN BONN, GM","  49.1","24","  40.7","24","9999.9"," 0","999.9"," 0","  4.8","24","  5.3","24"," 11.1","999.9","  55.8"," ","  35.6","*"," 0.00","E","999.9","010000"
"10513099999","1990-03-15","50.865917","7.142744","92.04","KOLN BONN, GM","  47.0","24","  35.6","24","9999.9"," 0","999.9"," 0","  4.4","24","  4.8","24","  8.9","999.9","  62.6","*","  30.2","*"," 0.00","D","999.9","100000"
"10513099999","1990-03-16","50.865917","7.142744","92.04","KOLN BONN, GM","  51.4","24","  37.4","24","9999.9"," 0","999.9"," 0","  5.8","24","  6.0","24","  8.9","999.9","  66.2"," ","  33.8","*"," 0.00","D","999.9","000000"
"10513099999","1990-03-17","50.865917","7.142744","92.04","KOLN BONN, GM","  56.2","24","  35.7","24","9999.9"," 0","999.9"," 0","  5.7","24","  5.8","24","  8.9","999.9","  70.2"," ","  39.2","*"," 0.00","D","999.9","000000"
"10513099999","1990-03-18","50.865917","7.142744","92.04","KOLN BONN, GM","  55.9","24","  34.1","24","9999.9"," 0","999.9"," 0","  6.4","24","  6.0","24","  8.9","999.9","  71.6"," ","  37.4","*"," 0.00","D","999.9","000000"
"10513099999","1990-03-19","50.865917","7.142744","92.04","KOLN BONN, GM","  59.2","24","  36.6","24","9999.9"," 0","999.9"," 0","  6.6","24","  9.4","24"," 18.1"," 25.1","  69.8"," ","  47.5"," "," 0.00","C","999.9","000000"
"10513099999","1990-03-20","50.865917","7.142744","92.04","KOLN BONN, GM","  54.3","24","  46.6","24","1024.4"," 5","012.3"," 5","  5.1","24","  6.4","24"," 15.0","999.9","  60.8","*","  49.6","*"," 0.04","F","999.9","010000"
"10513099999","1990-03-21","50.865917","7.142744","92.04","KOLN BONN, GM","  56.0","24","  46.5","24","9999.9"," 0","999.9"," 0","  5.5","24","  8.4","24"," 14.0","999.9","  62.6","*","  49.1"," "," 0.00","D","999.9","000000"
"10513099999","1990-03-22","50.865917","7.142744","92.04","KOLN BONN, GM","  50.2","24","  46.4","24","9999.9"," 0","999.9"," 0","  5.4","24","  5.4","24"," 13.0","999.9","  55.9"," ","  42.8","*"," 0.12","E","999.9","010000"
"10513099999","1990-03-23","50.865917","7.142744","92.04","KOLN BONN, GM","  46.8","24","  37.1","24","9999.9"," 0","999.9"," 0","  5.9","24","  7.7","24"," 15.0","999.9","  57.0"," ","  37.0"," "," 0.00","D","999.9","100000"
"10513099999","1990-03-24","50.865917","7.142744","92.04","KOLN BONN, GM","  47.0","24","  37.3","24","9999.9"," 0","999.9"," 0","  7.4","24"," 10.1","24"," 22.9"," 33.0","  51.8","*","  38.8","*"," 0.00","D","999.9","010000"
"10513099999","1990-03-25","50.865917","7.142744","92.04","KOLN BONN, GM","  39.2","24","  35.8","24","9999.9"," 0","999.9"," 0","  6.6","24","  9.1","24"," 19.0"," 33.0","  43.5"," ","  36.9"," "," 0.06","G","999.9","010000"
"10513099999","1990-03-26","50.865917","7.142744","92.04","KOLN BONN, GM","  40.4","24","  38.2","24","9999.9"," 0","999.9"," 0","  6.5","24","  5.8","24"," 12.0"," 26.0","  48.2","*","  35.6"," "," 0.31","G","999.9","010000"
"10513099999","1990-03-27","50.865917","7.142744","92.04","KOLN BONN, GM","  42.0","24","  35.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.1","24"," 12.0"," 27.0","  51.8","*","  33.8"," "," 0.16","G","999.9","110000"
"10513099999","1990-03-28","50.865917","7.142744","92.04","KOLN BONN, GM","  40.8","24","  35.5","24","1022.0"," 4","009.6"," 4","  4.6","24","  6.7","24"," 13.0","999.9","  48.2","*","  30.2","*"," 0.01","G","999.9","010000"
"10513099999","1990-03-29","50.865917","7.142744","92.04","KOLN BONN, GM","  46.1","24","  38.9","24","9999.9"," 0","999.9"," 0","  4.6","24","  5.3","24"," 12.0","999.9","  54.5"," ","  40.3"," "," 0.13","G","999.9","010000"
"10513099999","1990-03-30","50.865917","7.142744","92.04","KOLN BONN, GM","  45.3","24","  37.0","24","9999.9"," 0","999.9"," 0","  4.6","24","  3.6","24","  8.0","999.9","  59.0","*","  30.9"," "," 0.00","G","999.9","100000"
"10513099999","1990-03-31","50.865917","7.142744","92.04","KOLN BONN, GM","  50.3","24","  40.5","24","9999.9"," 0","999.9"," 0","  5.2","24","  4.3","24","  7.0","999.9","  68.0"," ","  33.1"," "," 0.00","G","999.9","100000"
"10513099999","1990-04-01","50.865917","7.142744","92.04","KOLN BONN, GM","  55.6","24","  41.7","24","9999.9"," 0","999.9"," 0","  6.4","24","  5.6","24"," 12.0","999.9","  69.8","*","  40.8"," "," 0.00","D","999.9","000000"
"10513099999","1990-04-02","50.865917","7.142744","92.04","KOLN BONN, GM","  57.5","24","  38.2","24","9999.9"," 0","999.9"," 0","  6.6","24"," 10.3","24"," 21.0"," 32.1","  69.8","*","  48.2","*"," 0.00","D","999.9","010000"
"10513099999","1990-04-03","50.865917","7.142744","92.04","KOLN BONN, GM","  45.8","24","  38.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.6","24"," 15.0"," 32.1","  53.8"," ","  37.4","*"," 0.19","G","999.9","010000"
"10513099999","1990-04-04","50.865917","7.142744","92.04","KOLN BONN, GM","  37.5","24","  33.6","24","9999.9"," 0","999.9"," 0","  6.3","24","  6.0","24"," 15.0","999.9","  43.3"," ","  30.2","*"," 0.24","G","999.9","110100"
"10513099999","1990-04-05","50.865917","7.142744","92.04","KOLN BONN, GM","  37.9","24","  26.3","24","9999.9"," 0","999.9"," 0","  4.8","24","  3.1","24","  7.0","999.9","  46.9"," ","  28.0"," "," 0.07","G","999.9","100000"
"10513099999","1990-04-06","50.865917","7.142744","92.04","KOLN BONN, GM","  42.3","24","  26.8","24","9999.9"," 0","999.9"," 0","  6.7","24","  7.0","24"," 14.0","999.9","  55.4","*","  26.6"," "," 0.00","G","999.9","000000"
"10513099999","1990-04-07","50.865917","7.142744","92.04","KOLN BONN, GM","  46.0","24","  26.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.8","24"," 18.1"," 28.9","  56.1"," ","  36.0"," "," 0.00","D","999.9","000000"
"10513099999","1990-04-08","50.865917","7.142744","92.04","KOLN BONN, GM","  43.4","24","  27.9","24","9999.9"," 0","999.9"," 0","  7.0","24","  8.9","24"," 18.1"," 31.1","  50.4"," ","  37.4","*"," 0.00","E","999.9","010000"
"10513099999","1990-04-09","50.865917","7.142744","92.04","KOLN BONN, GM","  43.1","21","  22.1","21","9999.9"," 0","999.9"," 0","  7.5","21","  7.4","21"," 15.0","999.9","  55.4","*","  29.3","*"," 0.00","G","999.9","000000"
"10513099999","1990-04-10","50.865917","7.142744","92.04","KOLN BONN, GM","  41.8","24","  27.4","24","9999.9"," 0","999.9"," 0","  7.1","24","  6.3","24"," 12.0","999.9","  55.4","*","  24.3"," "," 0.00","D","999.9","010000"
"10513099999","1990-04-11","50.865917","7.142744","92.04","KOLN BONN, GM","  47.7","24","  38.6","24","9999.9"," 0","999.9"," 0","  6.3","24"," 13.9","24"," 21.0"," 34.0","  55.0"," ","  39.2","*"," 0.15","G","999.9","010000"
"10513099999","1990-04-12","50.865917","7.142744","92.04","KOLN BONN, GM","  43.8","24","  40.1","24","9999.9"," 0","999.9"," 0","  5.8","24","  5.0","24","  8.9","999.9","  48.9"," ","  37.0"," "," 0.01","G","999.9","010000"
"10513099999","1990-04-13","50.865917","7.142744","92.04","KOLN BONN, GM","  51.0","24","  43.3","24","9999.9"," 0","999.9"," 0","  6.0","24","  7.4","24"," 14.0","999.9","  57.9"," ","  44.6","*"," 0.10","G","999.9","010000"
"10513099999","1990-04-14","50.865917","7.142744","92.04","KOLN BONN, GM","  46.3","24","  41.1","24","9999.9"," 0","999.9"," 0","  6.7","24","  7.6","24"," 13.0"," 26.0","  50.7"," ","  40.3","*"," 0.00","G","999.9","010000"
"10513099999","1990-04-15","50.865917","7.142744","92.04","KOLN BONN, GM","  44.4","24","  36.3","24","1008.5"," 9","996.4"," 9"," 13.9","24"," 12.6","24"," 22.9"," 34.0","  52.3"," ","  40.3"," "," 0.24","G","999.9","010000"
"10513099999","1990-04-16","50.865917","7.142744","92.04","KOLN BONN, GM","  43.1","24","  38.5","24","9999.9"," 0","999.9"," 0","  8.3","24","  6.9","24"," 15.0"," 29.9","  51.1"," ","  37.4","*"," 0.02","G","999.9","010110"
"10513099999","1990-04-17","50.865917","7.142744","92.04","KOLN BONN, GM","  43.5","24","  35.5","24","9999.9"," 0","999.9"," 0","  7.7","24","  7.6","24"," 15.0"," 27.0","  51.8","*","  37.4","*"," 0.16","G","999.9","010000"
"10513099999","1990-04-18","50.865917","7.142744","92.04","KOLN BONN, GM","  43.4","24","  33.3","24","1018.2"," 8","005.9"," 8","  9.5","24","  6.4","24"," 12.0","999.9","  55.9"," ","  33.8","*"," 0.01","G","999.9","010000"
